anios_esc,ingocup,hrsocup,clase2
0,0,0,0
0,0,0,0
18,0,24,1
12,0,0,4
6,0,0,4
0,0,0,0
17,0,30,1
0,0,0,0
17,0,0,4
9,0,0,4
6,0,0,4
0,0,0,0
16,16000,45,1
0,0,0,0
0,0,0,0
18,24000,30,1
10,0,0,4
6,0,0,3
0,0,0,0
2,0,0,4
9,0,0,4
9,9000,48,1
0,0,0,0
19,0,30,1
6,0,0,4
6,0,0,4
0,0,0,0
6,0,0,4
9,0,0,4
9,0,0,4
12,0,0,3
18,3440,4,1
6,0,0,3
12,6450,54,1
11,0,0,4
0,0,0,4
0,0,0,0
6,0,0,4
11,0,0,4
0,0,0,0
12,0,0,4
0,0,0,0
12,13330,40,1
17,0,0,4
3,2150,12,1
9,0,48,1
0,0,0,0
12,0,0,4
0,0,0,0
9,17200,44,1
6,860,0,1
0,0,0,0
17,0,0,4
9,4000,15,1
16,0,0,4
16,0,0,4
9,0,48,1
17,0,0,3
16,16000,40,1
0,0,0,0
3,0,0,3
0,0,0,0
7,0,0,4
12,1935,12,1
9,0,0,4
12,0,0,4
13,2800,39,1
9,0,0,4
0,0,0,0
15,0,0,4
1,0,0,4
5,0,0,4
6,0,0,4
6,0,0,4
0,3440,60,1
0,0,0,4
9,0,0,4
12,0,0,4
7,0,0,4
0,0,0,0
6,0,0,4
6,0,48,1
12,860,6,1
9,0,0,4
14,0,0,4
9,0,0,4
12,0,25,1
9,0,0,2
0,0,0,0
6,0,0,4
17,0,0,4
13,0,0,3
0,0,0,0
12,0,48,1
6,0,0,4
0,0,0,0
11,0,3,1
12,0,0,4
6,0,48,1
18,0,24,1
17,0,0,4
17,0,0,4
12,0,0,4
17,8000,0,1
6,5590,20,1
2,0,0,4
1,0,0,2
6,0,0,4
9,0,0,3
3,0,0,4
17,9000,63,1
12,8600,38,1
9,5160,35,1
17,11000,0,1
99,0,0,4
17,0,0,4
9,0,0,4
11,7740,48,1
0,0,0,0
0,0,0,3
12,0,44,1
6,0,0,4
9,0,30,1
17,0,0,4
10,0,0,4
16,7740,35,1
17,0,0,4
0,0,0,0
5,0,0,4
3,0,0,4
9,0,21,1
0,0,0,0
0,3225,20,1
9,9159,40,1
4,0,0,4
12,0,0,4
14,0,0,4
9,4300,27,1
0,0,0,0
9,0,0,4
6,0,68,1
0,0,0,0
9,12900,48,1
9,0,0,3
17,0,0,4
9,6450,40,1
0,0,0,4
9,0,0,4
0,0,0,0
9,0,42,1
5,0,0,4
12,6450,25,1
15,11610,40,1
9,0,0,4
9,7740,40,1
18,0,0,4
6,0,0,4
17,0,28,1
10,0,0,4
16,0,0,4
9,0,0,4
0,0,0,0
0,0,0,0
12,7740,20,1
18,4000,10,1
12,0,0,4
17,8000,45,1
14,0,0,4
3,6000,48,1
0,0,0,0
18,10000,0,1
9,0,0,4
9,0,0,4
0,0,0,0
5,0,0,4
0,0,0,0
14,0,0,4
9,0,0,4
9,9000,66,1
0,0,0,0
0,0,0,3
3,0,0,3
0,0,0,0
12,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
16,0,0,4
0,860,7,1
13,0,0,4
10,13600,24,1
9,0,0,4
6,0,0,4
12,8970,50,1
0,0,0,0
9,6000,20,1
10,0,0,4
12,0,0,3
0,0,0,0
5,3870,30,1
18,0,40,1
0,0,0,4
0,0,0,0
9,0,0,4
6,0,0,4
9,0,0,4
0,0,0,0
9,0,0,4
16,12000,35,1
5,0,0,4
9,0,0,3
0,0,0,4
9,0,0,4
16,0,24,1
6,0,0,4
0,0,0,4
6,0,0,4
9,3010,36,1
17,10000,48,1
6,0,0,4
11,0,0,3
14,0,0,4
4,0,0,3
12,10000,22,1
12,13000,30,1
7,0,0,4
9,10750,60,1
9,7740,48,1
0,0,0,0
9,1000,24,1
0,0,0,0
9,0,0,4
9,7740,36,1
2,0,0,4
6,0,0,4
7,0,0,4
0,0,0,0
6,0,0,3
0,0,0,0
8,0,0,4
6,0,48,1
12,10750,54,1
9,8000,60,1
12,0,0,4
12,5000,48,1
17,0,0,4
9,0,0,4
0,3010,12,1
6,0,0,4
17,15000,84,1
12,7000,48,1
2,0,0,4
12,1500,10,1
16,0,0,4
12,0,0,4
8,7310,45,1
16,8600,40,1
9,0,0,4
7,0,0,4
15,0,40,1
6,6880,45,1
0,0,0,0
9,0,0,4
9,6000,0,1
9,0,0,3
9,3870,12,1
9,0,49,1
0,0,0,0
10,0,0,4
11,7740,40,1
0,0,0,0
13,0,0,3
6,0,0,4
12,0,0,4
0,0,0,0
9,9999,47,1
0,0,0,0
9,0,0,4
17,0,40,1
12,0,0,4
6,0,0,4
7,0,0,4
0,0,0,4
12,7000,48,1
0,0,0,0
16,0,0,2
0,0,0,0
5,0,0,4
12,8600,45,1
2,0,0,4
5,0,72,1
0,0,0,0
3,0,0,2
12,0,0,4
0,0,0,0
11,0,10,1
16,0,40,1
9,0,0,3
9,0,0,4
9,5160,36,1
16,0,0,4
9,3870,48,1
6,0,0,4
16,43000,36,1
9,0,0,4
9,3000,70,1
17,0,0,4
12,8600,48,1
19,0,0,4
12,0,0,4
14,0,0,4
16,0,40,1
3,8600,66,1
13,2400,24,1
17,0,0,4
0,0,0,0
10,0,0,4
0,0,0,0
12,4300,98,1
0,0,0,0
6,0,0,4
9,0,0,4
0,3225,25,1
3,0,0,4
0,0,0,0
12,0,0,1
6,0,0,4
12,0,48,1
6,0,0,4
6,0,0,4
0,0,0,0
6,0,0,4
0,0,0,4
12,0,0,4
0,0,0,0
9,0,0,3
6,4000,40,1
6,0,0,4
6,5160,24,1
10,0,0,4
12,0,0,4
9,0,0,4
0,0,0,0
12,20000,55,1
12,10750,45,1
6,7310,48,1
10,4300,42,1
0,0,0,0
12,0,60,1
17,0,10,1
12,6000,48,1
12,1500,14,1
16,6000,35,1
9,0,0,4
0,0,0,0
7,0,0,4
11,0,48,1
16,0,0,4
4,0,54,1
0,0,0,4
0,0,0,0
9,9200,48,1
17,0,0,4
0,0,0,0
12,0,40,1
17,18000,40,1
9,3440,26,1
0,0,0,0
16,6000,35,1
0,0,0,0
16,0,0,4
3,0,0,4
6,0,0,4
13,0,0,4
5,0,0,4
9,10000,48,1
1,10320,17,1
12,0,0,4
0,0,0,0
17,0,0,4
11,0,40,1
12,0,0,4
12,5000,30,1
6,6450,45,1
18,0,22,1
0,0,0,0
10,0,0,4
9,0,0,4
9,0,0,4
16,0,0,4
17,15050,49,1
12,0,0,4
8,0,0,4
0,0,0,0
9,0,0,4
3,0,0,4
8,0,0,3
9,0,40,1
12,0,0,4
12,0,45,1
9,0,0,4
6,6450,24,1
16,8000,40,1
16,6000,40,1
13,0,0,4
0,0,0,4
0,0,0,0
0,0,0,0
0,0,0,4
12,0,0,3
17,7000,40,1
12,6450,36,1
12,0,0,4
12,12040,50,1
9,7740,54,1
9,8600,20,1
9,0,0,4
9,6880,40,1
0,0,0,0
9,0,0,3
9,1935,24,1
0,0,0,0
9,0,0,3
12,0,0,4
0,0,0,0
3,0,0,4
12,0,0,4
16,5160,47,1
12,0,0,4
0,0,0,0
4,1290,4,1
5,0,0,4
6,0,0,4
0,0,0,0
0,5160,30,1
7,6450,35,1
6,0,8,1
14,0,18,1
6,0,0,4
11,0,0,3
6,4900,48,1
0,0,0,0
9,0,0,4
0,0,0,0
10,2580,16,1
12,0,0,4
0,0,0,0
6,4300,3,1
14,0,48,1
12,0,0,4
0,0,0,0
9,0,0,4
17,0,0,4
12,0,0,4
0,0,0,0
17,1505,7,1
17,0,48,1
0,0,0,0
8,0,0,4
12,0,0,4
12,0,0,3
8,0,0,4
0,500,14,1
16,0,0,4
6,3440,24,1
2,0,0,4
6,0,44,1
9,0,0,4
16,8000,40,1
0,0,0,0
16,0,0,4
6,0,0,3
11,0,0,4
6,0,0,4
0,0,0,4
12,12000,84,1
0,0,0,0
6,0,0,4
0,0,0,0
0,0,48,1
16,9000,48,1
17,12900,45,1
6,0,0,4
14,0,0,4
9,5160,47,1
0,0,0,0
9,0,0,4
6,10750,30,1
12,0,0,4
12,0,0,3
13,0,0,4
16,0,0,4
9,0,40,1
17,10000,40,1
17,14000,40,1
3,0,0,4
9,0,0,4
6,0,0,4
17,9000,40,1
12,10750,40,1
5,0,0,4
8,0,0,4
17,8000,45,1
9,4730,35,1
10,0,0,4
5,0,0,4
6,0,0,4
8,0,0,4
9,6450,40,1
12,0,0,4
0,0,0,4
0,0,0,0
12,0,46,1
16,0,40,1
4,0,10,1
4,7500,7,1
6,0,0,4
9,1720,14,1
12,0,0,4
0,0,0,0
12,0,0,3
6,0,0,4
10,0,60,1
12,0,0,3
17,0,40,1
5,0,0,4
11,6200,45,1
7,0,0,4
16,0,0,1
7,0,0,4
9,0,0,4
0,0,0,0
17,4000,48,1
2,0,0,4
9,0,64,1
0,0,0,4
0,0,0,0
6,1720,20,1
6,0,0,4
12,8600,56,1
0,0,0,0
0,0,0,0
11,0,32,1
9,4300,56,1
0,0,0,0
9,0,0,4
9,0,0,4
0,0,0,0
9,2150,63,1
5,0,0,4
12,11000,54,1
6,0,0,4
7,0,0,4
17,1000,40,1
7,0,0,4
16,0,40,1
17,800,4,1
17,0,40,1
2,0,0,4
12,0,0,4
12,0,0,4
0,0,0,0
6,0,0,4
0,0,0,0
16,0,50,1
17,0,40,1
9,2580,41,1
7,0,0,4
0,0,0,0
9,0,0,4
0,0,0,4
6,9030,35,1
9,0,0,4
0,2580,9,1
17,32000,40,1
6,0,0,4
0,0,0,0
12,0,40,1
12,10000,40,1
0,0,0,0
16,0,35,1
10,0,0,4
12,0,0,4
9,0,0,4
8,0,0,4
16,12000,30,1
0,0,0,0
12,3870,24,1
6,12040,84,1
0,0,0,0
12,0,40,1
17,0,0,4
14,0,0,4
17,8000,36,1
0,0,0,0
6,0,0,4
12,7000,35,1
17,8000,48,1
7,0,0,4
9,0,40,1
0,0,0,0
18,15000,47,1
6,8600,36,1
0,0,0,0
12,0,48,1
0,0,0,0
7,0,0,4
9,0,0,4
18,0,18,1
8,0,0,4
9,1720,21,1
12,0,48,1
16,1290,4,1
12,0,0,4
11,6450,54,1
6,0,0,4
12,0,0,4
9,3870,12,1
16,10000,40,1
9,5160,48,1
9,0,0,4
10,0,0,4
17,8600,25,1
9,1500,30,1
0,0,24,1
18,11600,20,1
17,0,40,1
0,0,0,0
18,0,0,4
14,0,0,4
3,0,0,4
9,1720,62,1
17,7200,35,1
12,0,0,4
10,0,0,4
12,0,0,4
12,0,45,1
9,600,30,1
6,4300,48,1
16,0,50,1
0,0,0,0
0,0,0,0
17,0,25,1
12,0,0,3
14,0,0,4
17,12000,35,1
18,0,20,1
0,0,0,0
16,25800,0,1
9,4945,25,1
11,8600,45,1
6,0,0,4
1,0,0,4
17,0,0,3
2,0,0,4
17,0,0,4
15,0,36,1
9,0,0,4
0,1500,28,1
9,12900,70,1
16,15000,48,1
16,0,48,1
12,7200,45,1
17,22000,45,1
3,0,0,4
9,4300,60,1
14,0,0,4
0,0,0,4
0,0,0,0
0,0,0,0
2,0,0,4
12,0,36,1
17,0,60,1
0,0,0,0
9,0,0,4
8,0,0,4
12,5160,9,1
9,12900,45,1
16,16000,25,1
12,6000,0,1
12,0,24,1
9,0,0,4
9,0,0,4
17,0,0,4
6,0,0,4
11,0,40,1
0,0,0,0
14,0,0,4
1,0,0,4
13,0,45,1
0,0,0,0
9,0,0,4
6,0,0,4
9,0,0,4
0,0,0,0
11,5160,14,1
6,0,0,4
12,0,0,4
17,0,0,4
6,6880,16,1
3,0,0,4
12,7000,35,1
9,0,0,4
12,6450,50,1
18,20000,25,1
0,0,0,4
11,0,0,4
17,860,22,1
0,0,0,0
7,0,0,4
0,0,0,0
5,0,0,4
17,0,0,4
5,0,0,4
9,6450,48,1
0,0,0,0
9,0,40,1
0,3400,25,1
16,0,9,1
17,0,0,4
8,0,0,4
4,2322,18,1
0,0,0,0
9,0,0,4
6,5160,48,1
0,0,0,0
14,0,0,3
15,0,0,4
0,0,0,0
0,0,0,4
9,0,0,3
9,8000,48,1
6,7310,40,1
10,0,0,4
16,0,48,1
12,0,0,4
0,0,0,0
9,0,0,4
8,0,0,3
14,0,0,4
12,0,0,4
0,0,0,4
12,0,30,1
2,0,21,1
6,0,0,4
6,0,0,4
13,5000,25,1
6,0,0,3
2,645,6,1
17,8600,45,1
14,7000,36,1
9,0,0,2
13,0,0,4
9,0,0,4
9,0,0,4
6,0,0,4
17,10000,40,1
16,25800,49,1
7,0,0,4
0,0,0,4
6,0,0,4
6,8600,45,1
9,0,0,4
0,0,0,0
16,0,45,1
6,0,0,4
10,0,0,4
0,0,0,0
9,0,0,4
5,0,0,4
0,0,0,3
12,0,0,3
9,0,0,3
12,0,45,1
8,0,0,4
0,0,0,0
12,12000,45,1
0,0,0,0
0,0,0,0
9,5160,50,1
6,0,0,4
17,30000,25,1
6,0,30,1
11,60000,48,1
6,800,2,1
16,7000,45,1
0,0,0,0
9,0,0,4
0,0,0,0
12,0,0,4
12,7310,48,1
17,14000,40,1
9,0,0,4
0,0,0,0
12,0,0,4
14,0,40,1
2,0,0,3
6,0,0,4
0,0,0,0
11,3010,70,1
0,0,0,4
11,0,0,4
0,0,0,0
12,18000,40,1
7,0,0,4
15,7000,40,1
9,0,0,4
17,15000,40,1
12,0,0,3
12,6450,10,1
12,0,0,4
17,6000,8,1
16,0,0,4
12,0,46,1
8,0,0,4
0,0,0,0
12,0,0,4
9,0,0,4
6,0,0,4
0,0,0,0
9,0,0,4
0,0,0,0
16,0,0,1
14,0,0,4
12,0,20,1
0,0,0,0
0,0,0,4
9,0,48,1
9,0,0,4
11,0,48,1
8,0,0,4
13,0,5,1
9,0,0,4
11,0,66,1
15,0,20,1
12,0,0,4
7,0,0,4
6,0,0,4
12,0,0,4
7,0,0,4
9,0,0,4
12,0,0,4
12,0,0,4
12,4000,0,1
12,2580,15,1
0,0,0,0
12,0,36,1
15,0,0,4
17,6450,48,1
12,0,48,1
9,0,15,1
6,0,0,4
9,2000,36,1
12,6880,57,1
10,0,0,4
6,0,0,4
8,0,0,4
12,1720,24,1
19,0,0,4
9,0,0,4
9,0,0,4
9,7740,48,1
0,0,0,4
0,0,0,0
6,800,0,1
6,0,0,4
17,16000,40,1
12,0,0,4
6,0,0,4
12,6020,48,1
3,6880,42,1
7,0,0,4
0,0,0,0
9,5160,60,1
17,0,48,1
14,0,0,4
8,7740,54,1
6,0,0,4
0,0,0,0
12,0,25,1
7,0,0,4
9,0,0,4
1,90,0,1
6,0,0,4
0,0,0,0
0,0,0,0
13,10750,60,1
16,0,0,4
1,4000,35,1
12,0,48,1
10,0,0,4
9,0,0,4
9,0,0,4
17,0,40,1
9,0,48,1
6,0,0,4
19,0,0,4
11,0,0,3
8,1075,5,1
9,0,0,4
3,0,0,4
17,0,0,4
11,0,0,4
4,0,0,4
9,8800,45,1
12,0,0,4
9,6450,48,1
6,5160,54,1
11,0,0,4
15,0,0,3
17,19000,48,1
0,1290,5,1
0,0,0,0
3,0,0,4
11,0,0,4
12,0,48,1
6,3440,40,1
6,0,48,1
6,0,0,4
9,4000,60,1
9,6020,48,1
9,4300,30,1
12,0,0,4
2,5160,30,1
21,0,45,1
9,0,0,1
0,0,0,0
9,0,0,4
12,0,0,4
12,0,0,4
12,0,0,4
12,0,0,4
6,0,0,4
3,0,0,4
5,0,0,4
12,0,0,4
16,0,66,1
6,0,0,4
10,9460,50,1
0,0,0,0
6,0,0,4
15,5160,48,1
15,30000,47,1
9,0,0,4
17,0,0,4
6,0,0,4
6,0,7,1
9,0,0,2
0,0,0,0
12,0,0,4
17,0,30,1
0,0,0,0
0,0,0,4
17,9000,30,1
0,0,0,0
0,0,0,0
0,0,0,0
6,0,0,4
16,0,0,1
9,0,0,4
2,0,0,4
12,0,0,4
9,0,0,4
0,0,0,0
9,0,60,1
12,0,0,4
9,0,77,1
16,0,40,1
0,0,0,0
9,0,0,3
9,0,0,4
9,0,0,4
6,0,0,4
17,0,0,1
0,0,0,4
7,0,0,4
12,17200,77,1
0,0,0,0
6,0,0,4
0,0,0,0
12,0,42,1
9,7224,48,1
4,7740,60,1
0,0,0,0
9,0,0,4
0,0,0,0
6,0,0,3
3,0,0,4
9,0,0,4
12,8600,36,1
9,2580,24,1
2,800,6,1
9,10000,40,1
16,0,0,4
12,0,48,1
18,0,40,1
9,0,0,4
11,0,0,4
8,0,0,4
0,0,0,4
0,0,0,0
9,0,0,4
0,0,0,0
7,0,0,4
14,0,0,4
12,0,0,4
12,0,0,3
0,0,0,0
11,6020,50,1
9,0,0,4
12,0,0,4
6,6450,54,1
9,4300,48,1
12,0,0,4
9,0,0,4
6,0,0,3
12,0,0,4
12,0,0,2
9,0,0,4
6,0,0,4
21,12000,40,1
10,0,0,4
9,0,0,4
0,0,0,0
0,0,0,0
9,0,0,4
9,8170,51,1
11,0,0,4
15,0,0,4
9,0,0,2
0,0,0,0
7,0,0,4
0,0,0,0
12,0,0,3
6,5590,45,1
6,0,0,4
0,0,0,3
9,1720,48,1
9,0,0,4
0,0,0,0
6,0,0,4
9,0,0,3
1,0,4,1
11,0,0,4
16,0,48,1
0,0,0,0
0,0,0,0
6,0,0,4
9,10750,45,1
12,0,0,4
6,0,0,4
11,0,0,3
12,0,25,1
17,0,0,4
9,5160,48,1
0,0,0,0
12,0,30,1
8,0,0,4
6,0,0,3
11,5590,48,1
0,0,0,0
9,0,0,4
6,37,7,1
0,0,0,4
0,0,0,4
17,0,45,1
0,0,0,0
12,16000,40,1
1,0,0,4
9,0,0,3
11,0,0,4
0,0,0,0
19,0,48,1
14,0,0,4
5,0,0,4
2,0,0,3
9,0,0,4
6,0,0,4
17,16000,36,1
12,11180,40,1
17,0,0,1
12,0,0,4
5,0,0,4
0,0,0,0
17,7000,35,1
16,0,0,4
6,0,21,1
6,0,0,4
17,7500,2,1
9,8170,36,1
17,0,0,3
15,0,0,4
17,0,0,4
0,0,0,0
12,0,0,4
9,0,0,4
20,20000,57,1
18,0,0,4
9,0,0,3
17,12000,35,1
12,0,0,4
0,0,0,0
9,3440,32,1
0,0,0,0
0,0,0,0
9,8600,36,1
0,0,0,0
3,0,0,4
17,0,48,1
0,0,0,4
16,14000,0,1
12,0,14,1
0,0,0,0
17,4300,40,1
12,7740,30,1
12,8000,53,1
6,3870,54,1
9,0,0,4
0,0,0,0
9,0,0,4
9,0,0,4
12,0,0,4
0,0,0,0
16,0,0,4
12,8170,48,1
11,0,0,4
0,0,0,0
17,20000,48,1
8,3440,30,1
0,0,0,0
17,12000,30,1
9,6880,0,1
15,0,0,4
6,0,0,4
6,0,0,4
9,3800,40,1
3,0,0,3
7,0,0,4
13,0,40,1
12,4300,0,1
9,0,0,4
18,1600,78,1
12,0,0,4
9,3600,9,1
6,9890,45,1
17,0,0,1
0,0,0,0
12,0,0,4
12,0,0,1
8,0,46,1
9,0,0,4
0,0,0,0
12,0,0,4
6,0,0,4
0,0,0,0
0,0,0,4
9,0,0,4
9,0,0,4
17,0,0,4
0,0,0,3
0,0,0,0
9,0,0,4
19,16000,0,1
9,6000,48,1
2,0,0,4
12,0,0,4
6,0,0,4
9,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
16,0,0,4
2,0,0,4
9,0,47,1
3,0,0,4
17,0,0,3
11,0,0,4
9,0,0,4
12,0,0,4
9,0,0,4
10,0,0,4
6,6000,0,1
12,0,0,4
12,0,0,4
9,0,0,4
9,0,0,4
15,0,35,1
15,0,0,4
9,4300,40,1
12,0,0,3
0,0,0,0
6,0,0,4
12,0,0,4
12,0,0,4
11,6880,40,1
10,0,0,4
12,0,0,4
6,0,0,4
16,0,42,1
9,0,0,4
17,4300,60,1
0,0,0,0
9,0,40,1
0,0,0,0
12,0,0,4
9,0,0,4
12,0,46,1
12,0,0,4
10,0,7,1
3,0,0,4
12,0,0,4
12,5160,35,1
8,0,0,4
17,0,40,1
9,0,0,4
9,0,9,1
18,14000,35,1
17,0,0,4
9,0,0,4
9,0,0,4
17,0,0,4
6,0,0,4
12,0,0,3
0,0,0,0
12,6000,48,1
0,0,0,0
12,3870,24,1
9,0,0,4
17,0,1,1
0,0,0,0
0,0,0,0
6,0,0,4
17,12000,40,1
4,0,0,4
3,0,0,4
8,0,0,4
9,0,0,4
5,0,0,4
7,0,0,4
6,0,0,4
16,0,40,1
0,0,0,0
6,0,0,4
17,0,0,3
11,0,0,4
16,0,40,1
17,0,0,4
9,8170,60,1
16,8100,54,1
8,0,0,4
3,0,0,4
12,0,0,4
9,0,0,1
0,0,0,4
8,0,0,4
0,0,0,0
5,7600,40,1
16,0,40,1
0,0,0,0
0,0,0,0
17,14000,40,1
0,0,0,4
13,250,3,1
9,0,0,4
0,0,0,0
17,0,0,4
17,10000,40,1
14,0,0,4
11,0,48,1
9,7740,72,1
6,15050,60,1
9,1720,63,1
5,0,0,4
9,6450,48,1
12,0,0,4
16,43000,45,1
4,3547,33,1
3,0,0,4
6,0,50,1
4,0,0,4
12,0,0,4
12,0,54,1
16,0,0,1
12,6020,60,1
0,0,0,4
9,8600,48,1
12,0,0,4
8,0,0,4
9,6450,45,1
15,0,0,4
11,0,0,4
0,0,0,0
0,0,0,0
12,0,0,4
8,0,0,4
6,0,0,4
0,2150,10,1
6,0,0,4
0,0,0,0
9,0,42,1
3,0,0,4
9,2150,12,1
9,10320,48,1
12,774,18,1
9,1677,30,1
16,0,0,4
0,0,0,0
17,0,50,1
5,0,0,4
6,0,0,2
16,12000,40,1
12,0,18,1
12,688,10,1
6,0,0,4
9,0,0,4
16,17000,48,1
7,0,0,4
4,0,0,4
0,0,0,0
16,0,48,1
6,0,0,4
6,0,0,4
17,0,30,1
17,10000,48,1
17,0,40,1
12,0,0,4
0,0,0,0
12,13760,16,1
17,9600,46,1
0,0,0,0
16,0,0,4
17,5000,35,1
17,7740,46,1
9,473,4,1
12,0,0,4
6,0,0,4
6,0,35,1
12,0,0,4
3,0,0,4
12,8600,48,1
6,0,0,4
0,0,0,0
9,0,0,4
16,0,78,1
12,0,30,1
17,0,0,4
16,11800,25,1
12,0,0,4
6,0,72,1
12,0,53,1
4,0,0,4
12,6880,36,1
6,2580,12,1
6,12040,42,1
8,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,4
6,0,0,4
0,0,0,0
6,0,0,4
0,0,0,0
11,0,0,1
11,0,0,4
9,0,0,4
12,0,0,4
0,0,0,0
12,0,0,4
3,4300,40,1
13,22000,45,1
0,0,0,0
16,0,30,1
9,0,0,4
6,6450,48,1
0,0,0,0
12,8600,72,1
17,0,0,4
13,0,36,1
2,0,0,4
15,0,0,4
12,20000,40,1
11,0,0,4
16,0,0,3
0,0,0,0
12,5160,46,1
6,2150,70,1
12,0,98,1
9,3440,9,1
16,10000,40,1
9,0,0,4
0,0,0,0
15,0,25,1
0,0,0,0
3,0,0,3
6,0,0,4
18,0,0,4
9,0,0,4
16,0,48,1
12,6200,45,1
0,0,0,0
11,3870,52,1
6,6880,42,1
9,6450,12,1
9,1720,12,1
9,0,0,3
9,0,0,4
0,0,0,0
11,0,0,2
6,0,0,4
0,0,0,0
16,7800,40,1
3,0,0,4
12,5590,60,1
6,0,0,4
12,0,0,4
12,6450,48,1
16,12000,10,1
11,0,0,4
9,0,0,4
12,0,40,1
0,0,0,0
9,6020,63,1
9,0,28,1
12,10000,40,1
9,5000,40,1
12,0,0,4
9,0,0,4
6,0,20,1
12,8000,48,1
0,0,0,0
9,0,0,4
9,0,0,4
12,0,49,1
9,0,0,4
16,0,0,3
9,0,0,4
17,0,0,4
0,0,18,1
4,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
6,0,0,4
9,1935,21,1
6,0,0,4
4,0,0,4
3,0,40,1
12,0,0,4
12,6192,48,1
0,0,0,0
0,0,0,0
10,8600,54,1
17,52000,45,1
6,0,0,3
9,0,48,1
12,0,0,4
0,2580,30,1
12,0,40,1
13,0,0,4
6,0,0,4
0,0,0,0
0,0,0,0
0,0,0,0
16,0,40,1
9,4300,48,1
16,0,48,1
10,0,0,4
12,7740,36,1
9,3000,84,1
16,2580,16,1
15,0,28,1
0,0,0,0
14,20000,48,1
6,0,0,4
9,0,0,3
6,0,0,4
16,0,36,1
16,24000,48,1
12,5590,48,1
0,0,0,0
16,0,0,4
0,0,0,0
4,3000,70,1
9,0,0,4
9,0,0,4
16,13000,40,1
3,0,0,4
1,0,0,4
8,0,0,4
12,0,0,4
6,0,3,1
0,0,0,0
16,24000,48,1
6,6880,36,1
11,0,44,1
9,0,0,4
17,14000,50,1
9,3440,20,1
0,0,0,0
0,0,0,0
18,0,0,3
9,0,0,4
11,0,57,1
6,3440,6,1
0,0,0,0
17,0,0,4
12,6450,50,1
9,0,0,4
9,2580,15,1
14,0,0,4
8,0,0,4
9,0,0,4
0,0,0,0
9,400,6,1
6,0,48,1
16,1500,84,1
0,645,4,1
16,6450,36,1
3,4300,24,1
17,8000,40,1
14,0,0,4
9,0,20,1
0,0,0,0
0,0,0,0
18,0,15,1
0,0,0,0
6,0,0,4
17,0,39,1
17,0,24,1
16,6000,20,1
9,10750,84,1
16,0,0,1
6,0,0,4
9,6450,48,1
0,0,0,0
17,0,60,1
6,0,0,4
12,8000,48,1
6,0,0,4
0,0,0,0
12,0,0,4
6,6020,54,1
0,0,0,0
12,0,0,4
11,0,0,1
2,2580,24,1
12,0,40,1
8,0,0,4
9,2580,12,1
7,0,0,4
9,0,0,4
0,0,0,4
12,4300,40,1
9,0,0,3
9,5160,48,1
9,0,15,1
9,4300,46,1
6,0,0,4
8,0,0,4
0,0,0,0
12,0,0,4
7,0,0,4
6,0,6,1
6,10320,55,1
0,0,0,4
9,0,0,3
0,0,0,0
9,5375,40,1
9,4300,9,1
3,0,0,4
9,0,0,4
2,0,60,1
9,8600,48,1
0,0,0,0
12,0,18,1
16,2150,15,1
6,0,0,4
16,0,0,4
14,0,40,1
17,12900,42,1
0,0,0,0
12,0,0,4
5,0,0,4
9,6450,48,1
0,3000,42,1
6,0,16,1
12,0,0,4
12,5160,48,1
15,0,57,1
16,0,40,1
8,1000,30,1
5,0,0,4
0,0,0,0
17,0,0,4
0,0,0,0
6,0,0,4
12,0,0,4
9,5160,48,1
6,0,0,4
13,0,0,4
12,0,45,1
11,6235,42,1
9,5160,30,1
17,7000,0,1
12,0,0,4
5,2150,0,1
10,0,40,1
9,0,0,4
12,3500,66,1
16,0,0,4
0,0,0,0
6,0,28,1
16,11000,48,1
0,0,0,0
14,0,0,4
9,0,48,1
2,1720,12,1
12,0,10,1
16,0,0,4
17,34400,65,1
12,0,72,1
17,0,22,1
12,0,0,4
17,0,0,4
16,7000,0,1
0,0,0,0
6,0,0,3
12,0,0,4
11,5375,30,1
0,0,0,0
0,0,0,4
9,10750,36,1
16,0,40,1
9,12040,48,1
12,0,0,4
9,0,0,4
9,0,0,4
0,0,0,0
12,0,0,4
8,0,0,3
12,0,0,2
12,7740,48,1
12,10750,60,1
12,5590,51,1
12,1500,20,1
7,0,0,4
6,0,9,1
9,0,0,4
8,0,48,1
9,1935,15,1
4,0,0,4
17,10000,50,1
12,7000,25,1
12,18000,6,1
9,5000,48,1
14,0,0,4
0,0,0,0
2,0,0,4
0,0,0,4
9,0,0,4
6,0,0,4
0,0,0,0
12,9159,60,1
9,1200,15,1
12,0,18,1
14,0,0,4
12,0,0,4
12,2150,8,1
0,0,0,0
0,0,0,0
11,0,0,4
12,0,60,1
9,0,28,1
8,0,0,4
9,0,0,4
0,0,0,4
11,0,0,4
12,4300,14,1
2,900,14,1
11,0,0,4
0,0,0,0
6,0,0,4
16,0,0,4
5,0,0,4
17,10000,44,1
12,0,0,4
17,16000,40,1
9,21500,68,1
17,10400,40,1
12,0,0,4
9,0,0,4
5,15000,42,1
17,6020,56,1
0,7740,60,1
